full_path,relative_path,filename,year,date,DOY,MODIS_composite_index,tile_or_polygon_id,start_year,end_year,first_date,last_date,band_count,dtype,nodata,width,height,CRS,transform,pixel_size_x,pixel_size_y,bounds,grid_offset_x,grid_offset_y,compression,file_size_bytes,minimum,maximum,mean,valid_fraction,date_count,date_sequence_sha256,readable,error
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y027_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y027,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,678,EPSG:3035,"[5395250.0,250.0,0.0,2956000.0,0.0,-250.0]",250.0,250.0,"[5395250.0,2786500.0,5563250.0,2956000.0]",0.0,0.0,DEFLATE,507650677,-0.199,0.999,0.3625893707239195,0.6332570486956521,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y028_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y028,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,670,677,EPSG:3035,"[5415000.0,250.0,0.0,2806500.0,0.0,-250.0]",250.0,250.0,"[5415000.0,2637250.0,5582500.0,2806500.0]",0.0,0.0,DEFLATE,538593013,-0.199,1.0,0.37892960817131427,0.6618642730434783,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,669,678,EPSG:3035,"[5434500.0,250.0,0.0,2657250.0,0.0,-250.0]",250.0,250.0,"[5434500.0,2487750.0,5601750.0,2657250.0]",0.0,0.0,DEFLATE,572700901,-0.199,1.0,0.3523175943171866,0.7008281460869565,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,668,677,EPSG:3035,"[5453500.0,250.0,0.0,2507500.0,0.0,-250.0]",250.0,250.0,"[5453500.0,2338250.0,5620500.0,2507500.0]",0.0,0.0,DEFLATE,617930591,-0.14,0.998,0.2960281738336463,0.7440081558280702,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,667,678,EPSG:3035,"[5472250.0,250.0,0.0,2358000.0,0.0,-250.0]",250.0,250.0,"[5472250.0,2188500.0,5639000.0,2358000.0]",0.0,0.0,DEFLATE,616231301,-0.199,0.996,0.3386159504152833,0.7514267704347827,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,665,678,EPSG:3035,"[5491000.0,250.0,0.0,2208250.0,0.0,-250.0]",250.0,250.0,"[5491000.0,2038750.0,5657250.0,2208250.0]",0.0,0.0,DEFLATE,427533421,-0.168,0.999,0.33282880051433694,0.5166634782608696,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y033_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y033,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,664,678,EPSG:3035,"[5509250.0,250.0,0.0,2058500.0,0.0,-250.0]",250.0,250.0,"[5509250.0,1889000.0,5675250.0,2058500.0]",0.0,0.0,DEFLATE,38185631,-0.14,0.925,0.2681388837717039,0.035109507826086954,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y034_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y034_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y034_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y034,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,663,677,EPSG:3035,"[5527250.0,250.0,0.0,1908500.0,0.0,-250.0]",250.0,250.0,"[5527250.0,1739250.0,5693000.0,1908500.0]",0.0,0.0,DEFLATE,106376549,-0.135,0.804,0.2567866115844488,0.11619415652173913,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y035_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y035_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y035_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y035,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,661,677,EPSG:3035,"[5545000.0,250.0,0.0,1758500.0,0.0,-250.0]",250.0,250.0,"[5545000.0,1589250.0,5710250.0,1758500.0]",0.0,0.0,DEFLATE,74535197,-0.064,0.837,0.1998548767494114,0.0772868695652174,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y036_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y036_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y036_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y036,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,661,677,EPSG:3035,"[5562250.0,250.0,0.0,1608500.0,0.0,-250.0]",250.0,250.0,"[5562250.0,1439250.0,5727500.0,1608500.0]",0.0,0.0,DEFLATE,166515163,-0.179,0.854,0.2701221583588085,0.19584671304347825,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X039-Y037_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y037_2001_2025.tif,EVI_Series_ID_EU_150-X039-Y037_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X039-Y037,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,659,677,EPSG:3035,"[5579500.0,250.0,0.0,1458250.0,0.0,-250.0]",250.0,250.0,"[5579500.0,1289000.0,5744250.0,1458250.0]",0.0,0.0,DEFLATE,5711505,-0.081,0.531,0.15774274099281743,0.0025159147826086955,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y011_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y011_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y011_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y011,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,691,679,EPSG:3035,"[5190750.0,250.0,0.0,5357250.0,0.0,-250.0]",250.0,250.0,"[5190750.0,5187500.0,5363500.0,5357250.0]",0.0,0.0,DEFLATE,180498433,-0.2,0.99,0.3091046633272271,0.27561284578475337,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y012_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y012_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y012_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y012,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,690,679,EPSG:3035,"[5215000.0,250.0,0.0,5209000.0,0.0,-250.0]",250.0,250.0,"[5215000.0,5039250.0,5387500.0,5209000.0]",0.0,0.0,DEFLATE,263890687,-0.2,0.993,0.27971565573476886,0.38583263150537633,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y013_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y013_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y013_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y013,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,689,679,EPSG:3035,"[5238750.0,250.0,0.0,5060750.0,0.0,-250.0]",250.0,250.0,"[5238750.0,4891000.0,5411000.0,5060750.0]",0.0,0.0,DEFLATE,261101011,-0.198,0.853,0.27727524365224576,0.37351586000000003,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y014_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y014_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y014_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y014,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,687,679,EPSG:3035,"[5262500.0,250.0,0.0,4912250.0,0.0,-250.0]",250.0,250.0,"[5262500.0,4742500.0,5434250.0,4912250.0]",0.0,0.0,DEFLATE,311009151,-0.195,0.999,0.29600566200766815,0.4429253894308943,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y015_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y015_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y015_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y015,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,686,679,EPSG:3035,"[5285750.0,250.0,0.0,4763750.0,0.0,-250.0]",250.0,250.0,"[5285750.0,4594000.0,5457250.0,4763750.0]",0.0,0.0,DEFLATE,310992147,-0.199,0.988,0.3100459489870865,0.4258551955859375,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y016_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y016_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y016_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y016,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,685,679,EPSG:3035,"[5308750.0,250.0,0.0,4615250.0,0.0,-250.0]",250.0,250.0,"[5308750.0,4445500.0,5480000.0,4615250.0]",0.0,0.0,DEFLATE,343791011,-0.199,0.99,0.3076434840643088,0.429490932437276,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y017_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y017_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y017_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y017,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,683,678,EPSG:3035,"[5331500.0,250.0,0.0,4466500.0,0.0,-250.0]",250.0,250.0,"[5331500.0,4297000.0,5502250.0,4466500.0]",0.0,0.0,DEFLATE,274216667,-0.199,0.987,0.2338488457638924,0.33912513481675394,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y018_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y018_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y018_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y018,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,682,678,EPSG:3035,"[5354000.0,250.0,0.0,4317750.0,0.0,-250.0]",250.0,250.0,"[5354000.0,4148250.0,5524500.0,4317750.0]",0.0,0.0,DEFLATE,349041629,-0.199,0.999,0.34221976707435814,0.4307370355400697,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y019_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y019_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y019_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y019,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,681,678,EPSG:3035,"[5376000.0,250.0,0.0,4169000.0,0.0,-250.0]",250.0,250.0,"[5376000.0,3999500.0,5546250.0,4169000.0]",0.0,0.0,DEFLATE,422403893,-0.198,0.998,0.3758267756360927,0.5300712143992933,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y020_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y020_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y020_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y020,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,680,679,EPSG:3035,"[5398000.0,250.0,0.0,4020250.0,0.0,-250.0]",250.0,250.0,"[5398000.0,3850500.0,5568000.0,4020250.0]",0.0,0.0,DEFLATE,418192223,-0.198,0.997,0.3907882449149287,0.5198422489473684,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y021_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y021_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y021_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y021,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,679,678,EPSG:3035,"[5419500.0,250.0,0.0,3871250.0,0.0,-250.0]",250.0,250.0,"[5419500.0,3701750.0,5589250.0,3871250.0]",0.0,0.0,DEFLATE,430149235,-0.2,0.999,0.3750027299209548,0.5235418321465969,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y022_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y022_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y022_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y022,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,678,679,EPSG:3035,"[5440750.0,250.0,0.0,3722250.0,0.0,-250.0]",250.0,250.0,"[5440750.0,3552500.0,5610250.0,3722250.0]",0.0,0.0,DEFLATE,450784691,-0.19,1.0,0.3659015050466881,0.54567765495637,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y023_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y023_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y023_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y023,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,676,678,EPSG:3035,"[5462000.0,250.0,0.0,3573000.0,0.0,-250.0]",250.0,250.0,"[5462000.0,3403500.0,5631000.0,3573000.0]",0.0,0.0,DEFLATE,467071677,-0.196,1.0,0.3536226307016669,0.5796294396864111,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y024_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y024_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y024_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y024,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,675,678,EPSG:3035,"[5482750.0,250.0,0.0,3423750.0,0.0,-250.0]",250.0,250.0,"[5482750.0,3254250.0,5651500.0,3423750.0]",0.0,0.0,DEFLATE,506128711,-0.131,0.994,0.33468099940313867,0.6295556719337979,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y025_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y025_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y025_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y025,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,674,678,EPSG:3035,"[5503250.0,250.0,0.0,3274500.0,0.0,-250.0]",250.0,250.0,"[5503250.0,3105000.0,5671750.0,3274500.0]",0.0,0.0,DEFLATE,491716087,-0.122,0.998,0.3374035684330505,0.6222105394956521,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y026_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y026_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y026_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y026,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,678,EPSG:3035,"[5523500.0,250.0,0.0,3125250.0,0.0,-250.0]",250.0,250.0,"[5523500.0,2955750.0,5691500.0,3125250.0]",0.0,0.0,DEFLATE,520877925,-0.192,1.0,0.3223226186121192,0.6511240781557522,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y027_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y027_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y027,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,672,678,EPSG:3035,"[5543250.0,250.0,0.0,2975750.0,0.0,-250.0]",250.0,250.0,"[5543250.0,2806250.0,5711250.0,2975750.0]",0.0,0.0,DEFLATE,550311659,-0.175,0.995,0.28913957052203676,0.6872763465156794,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y028_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y028_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y028,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,670,677,EPSG:3035,"[5563000.0,250.0,0.0,2826250.0,0.0,-250.0]",250.0,250.0,"[5563000.0,2657000.0,5730500.0,2826250.0]",0.0,0.0,DEFLATE,579252155,-0.199,0.986,0.3177700180282825,0.7034609751304348,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y029_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y029_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y029,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,669,678,EPSG:3035,"[5582250.0,250.0,0.0,2676750.0,0.0,-250.0]",250.0,250.0,"[5582250.0,2507250.0,5749500.0,2676750.0]",0.0,0.0,DEFLATE,610774967,-0.152,0.995,0.29079269737032776,0.7279412765217391,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y030_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y030_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y030,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,668,677,EPSG:3035,"[5601500.0,250.0,0.0,2527000.0,0.0,-250.0]",250.0,250.0,"[5601500.0,2357750.0,5768500.0,2527000.0]",0.0,0.0,DEFLATE,628365175,-0.151,0.998,0.3094208507717201,0.7467664006968641,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y031_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y031_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y031,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,667,677,EPSG:3035,"[5620250.0,250.0,0.0,2377250.0,0.0,-250.0]",250.0,250.0,"[5620250.0,2208000.0,5787000.0,2377250.0]",0.0,0.0,DEFLATE,609059347,-0.12,1.0,0.32368294085722565,0.7470311652173913,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y032_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y032_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y032,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,665,677,EPSG:3035,"[5638750.0,250.0,0.0,2227500.0,0.0,-250.0]",250.0,250.0,"[5638750.0,2058250.0,5805000.0,2227500.0]",0.0,0.0,DEFLATE,514037635,-0.119,0.987,0.28884191780960444,0.622653095652174,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
A:\_BioGeo\liuxianx\Co_authors\ana\output\MODIS_EU_EVI\2001_2025\EVI_Series_ID_EU_150-X040-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y033_2001_2025.tif,EVI_Series_ID_EU_150-X040-Y033_2001_2025.tif,2001-2025,2001-01-01..2025-12-19,band-level; see time_index.csv,band-level; see time_index.csv,EU_150-X040-Y033,2001,2025,2001-01-01,2025-12-19,575,Float32,-Infinity,664,677,EPSG:3035,"[5657000.0,250.0,0.0,2077500.0,0.0,-250.0]",250.0,250.0,"[5657000.0,1908250.0,5823000.0,2077500.0]",0.0,0.0,DEFLATE,442911101,-0.125,0.994,0.3053992609664278,0.5250570434782609,575,6e3c1cfc064026514baec0512c4ad3d696aa72a6731b6323ca7821a6643b5be1,True,
